taxon_name,habitat,source_id
Eucalyptus blakelyi,eucalypt_forest woodland,Burrows_2001; Clarke_2015; Fonseca_2000; Roderick_1999
Eucalyptus macrorhyncha,eucalypt_forest open_forest woodland,Burrows_2001; Clarke_2015; MacinnisNg_2016; Richards_2021
Grevillea floribunda,eucalypt_forest woodland,Burrows_2001; Clarke_2015
Hibbertia sericea,eucalypt_forest woodland,Burrows_2001; Clarke_2015
Lissanthe strigosa,eucalypt_forest woodland,Burrows_2001; Clarke_2015
Xanthorrhoea glauca,eucalypt_forest woodland,Burrows_2001; Clarke_2015
Acacia pentadenia,eucalypt_forest heath woodland,Burrows_2008; Clarke_2015
Banksia brownii,eucalypt_forest heath woodland,Burrows_2008; Jordan_2020
Banksia occidentalis,eucalypt_forest heath open_forest woodland,Burrows_2008; Jordan_2020
Banksia quercifolia,eucalypt_forest heath woodland,Burrows_2008
Banksia seminuda,eucalypt_forest heath woodland,Burrows_2008; Jordan_2020
Banksia verticillata,eucalypt_forest heath shrubland woodland,Burrows_2008; Jordan_2020
Lambertia rariflora subsp. lutea,eucalypt_forest heath woodland,Burrows_2008
Acrotriche aggregata,eucalypt_forest rainforest wet_sclerophyll,Campbell_2006; Clarke_2009; Clarke_2015; Cooper_2013; Williams_2012
Asterolasia correifolia,eucalypt_forest heath rainforest wet_sclerophyll woodland,Campbell_2006; Clarke_2009; Clarke_2015; Kubiak_2009
Goodia lotifolia,eucalypt_forest rainforest wet_sclerophyll,Campbell_2006; Clarke_2009; Clarke_2015; Cooper_2013
Lophostemon confertus,eucalypt_forest rainforest wet_sclerophyll,Campbell_2006; Clarke_2009; Clarke_2015; Cooper_2013; Sams_2017
Acacia beadleana,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Acacia binervata,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015; Cooper_2013
Acacia granitica,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Acacia irrorata subsp. irrorata,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Acacia latisepala,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Acacia williamsiana,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Astrotricha roddii,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Kardomia odontocalyx,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Boronia granitica,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Brachychiton populneus subsp. populneus,eucalypt_forest rainforest wet_sclerophyll woodland,Clarke_2009; Clarke_2015
Brachyloma saxicola,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Choretrum pauciflorum,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Commersonia breviseta,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Coprosma hirtella,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Correa lawrenceana var. glandulifera,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Cryptandra sp. Floriferous (W.R.Barker 4131),eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Daviesia genistifolia,eucalypt_forest rainforest wet_sclerophyll woodland,Clarke_2009; Clarke_2015
Dodonaea hirsuta,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Duboisia myoporoides,eucalypt_forest grassland heath rainforest wet_sclerophyll woodland,Clarke_2009; Clarke_2015; Cooper_2013; Kubiak_2009; Lusk_2010; Sams_2017; Stewart_1995; Tng_2013; Williams_2012
Eucalyptus cameronii,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Eucalyptus campanulata,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015; Stewart_1995
Eucalyptus microcorys,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Eucalyptus nobilis,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Eucalyptus prava,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Grevillea beadleana,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Hakea macrorrhyncha,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Hakea salicifolia subsp. salicifolia,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Hibbertia scandens var. glabra,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Hibbertia empetrifolia subsp. radians,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Kunzea obovata,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Lasiopetalum macrophyllum,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Mirbelia confertiflora,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Mirbelia pungens,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Notelaea linearis,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Olearia nernstii,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Ozothamnus obcordatus,eucalypt_forest heath rainforest wet_sclerophyll woodland,Clarke_2009; Clarke_2015
Ozothamnus rufescens,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015; Cooper_2013
Leionema ambiens,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Pimelea ligustrina subsp. hypericina,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015; Cooper_2013
Pittosporum multiflorum,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015; Cooper_2013; Sams_2017
Pomaderris eriocephala,eucalypt_forest rainforest wet_sclerophyll woodland,Clarke_2009; Clarke_2015
Prostanthera nivea var. nivea,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Prostanthera nivea,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Prostanthera saxicola,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Pultenaea campbellii,eucalypt_forest rainforest wet_sclerophyll woodland,Clarke_2009; Clarke_2015
Solanum aviculare,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015; Cooper_2013
Solanum nobile,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Zieria odorifera,eucalypt_forest heath rainforest wet_sclerophyll,Clarke_2009; Clarke_2015
Rubus moluccanus,eucalypt_forest rainforest wet_sclerophyll,Clarke_2009; Stewart_1995; Williams_2012
Abutilon oxycarpum,eucalypt_forest rainforest shrubland,Clarke_2015; Cooper_2013
Acacia bulgaensis,eucalypt_forest,Clarke_2015
Acacia buxifolia subsp. buxifolia,eucalypt_forest,Clarke_2015
Acacia buxifolia,eucalypt_forest,Clarke_2015
Acacia cheelii,eucalypt_forest,Clarke_2015
Acacia cognata,eucalypt_forest,Clarke_2015
Acacia complanata,eucalypt_forest,Clarke_2015
Acacia concurrens,eucalypt_forest open_forest,Clarke_2015; Stewart_1995
Acacia costiniana,eucalypt_forest,Clarke_2015
Acacia crassa,eucalypt_forest,Clarke_2015
Acacia crassicarpa,eucalypt_forest rainforest,Clarke_2015; Cooper_2013; Williams_2012
Acacia cultriformis,eucalypt_forest woodland,Clarke_2015; Fonseca_2000
Acacia dawsonii,eucalypt_forest,Clarke_2015
Acacia deanei subsp. paucijuga,eucalypt_forest,Clarke_2015
Acacia deanei subsp. deanei,eucalypt_forest,Clarke_2015
Acacia deanei,eucalypt_forest woodland,Clarke_2015; Fonseca_2000
Acacia decurrens,eucalypt_forest grassland,Clarke_2015; Mokany_2008
Acacia difformis,eucalypt_forest,Clarke_2015
Acacia disparrima subsp. disparrima,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Acacia echinula,eucalypt_forest,Clarke_2015
Acacia elongata,eucalypt_forest,Clarke_2015
Acacia flavescens,eucalypt_forest grassland rainforest woodland,Clarke_2015; Cooper_2013; Tng_2013; Westoby_2014; Williams_2012; Zieminska_2013
Acacia fulva,eucalypt_forest,Clarke_2015
Acacia genistifolia,eucalypt_forest grassland rainforest,Clarke_2015; Peeters_2002; Tng_2013
Acacia georgensis,eucalypt_forest,Clarke_2015
Acacia gordonii,eucalypt_forest,Clarke_2015
Acacia jonesii,eucalypt_forest,Clarke_2015
Acacia lanigera,eucalypt_forest,Clarke_2015
Acacia lineata,eucalypt_forest shrubland,Clarke_2015; Fonseca_2000
Acacia lucasii,eucalypt_forest,Clarke_2015
Acacia lunata,eucalypt_forest,Clarke_2015
Acacia montana,eucalypt_forest shrubland,Clarke_2015; Thomas_2017
Acacia obliquinervia,eucalypt_forest open_forest wet_sclerophyll,Clarke_2015; Richards_2008
Acacia pravifolia,eucalypt_forest,Clarke_2015
Acacia pravissima,eucalypt_forest,Clarke_2015
Acacia prominens,eucalypt_forest,Clarke_2015
Acacia saliciformis,eucalypt_forest,Clarke_2015
Acacia sp. [Clarke_2015],eucalypt_forest grassland heath,Clarke_2015
Acacia spirorbis subsp. solandri,eucalypt_forest,Clarke_2015
Acacia stricta,eucalypt_forest grassland rainforest,Clarke_2015; Tng_2013
Acacia subporosa,eucalypt_forest,Clarke_2015
Acacia terminalis subsp. Glabrous form (M.Hancock 94),eucalypt_forest,Clarke_2015
Acacia terminalis subsp. Bright yellow flower (M.Tindale NSW248078),eucalypt_forest,Clarke_2015
Acacia trinervata,eucalypt_forest,Clarke_2015
Acronychia laevis,eucalypt_forest rainforest,Clarke_2015; Cooper_2013; Gardiner_2019
Acrotriche divaricata,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Acrotriche leucocarpa,eucalypt_forest,Clarke_2015
Adriana tomentosa var. tomentosa,eucalypt_forest,Clarke_2015
Allocasuarina nana,eucalypt_forest,Clarke_2015
Almaleea incurvata,eucalypt_forest,Clarke_2015
Alyxia buxifolia,eucalypt_forest,Clarke_2015
Amperea xiphoclada var. pedicellata,eucalypt_forest,Clarke_2015
Amyema sp. [Amyema sp. indet. 105/22; Clarke_2015],eucalypt_forest,Clarke_2015
Angophora bakeri subsp. crassifolia,eucalypt_forest,Clarke_2015
Angophora costata subsp. euryphylla,eucalypt_forest,Clarke_2015
Aotus subglauca var. filiformis,eucalypt_forest,Clarke_2015
Aotus subglauca,eucalypt_forest,Clarke_2015
Apatophyllum constablei,eucalypt_forest,Clarke_2015
Asterolasia asteriscophora,eucalypt_forest,Clarke_2015
Stenanthera pinifolia,eucalypt_forest,Clarke_2015
Astrotricha ledifolia,eucalypt_forest,Clarke_2015
Atkinsonia ligustrina,eucalypt_forest,Clarke_2015
Sannantha virgata,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Banksia canei,eucalypt_forest heath woodland,Clarke_2015; Jordan_2020
Banksia spinulosa var. cunninghamii,eucalypt_forest,Clarke_2015
Banksia ericifolia subsp. ericifolia,eucalypt_forest,Clarke_2015
Banksia integrifolia subsp. integrifolia,eucalypt_forest,Clarke_2015
Banksia integrifolia,eucalypt_forest heath woodland,Clarke_2015; Jordan_2020; Kubiak_2009; MacinnisNg_2004
Banksia paludosa subsp. paludosa,eucalypt_forest,Clarke_2015
Banksia paludosa,eucalypt_forest woodland,Clarke_2015; Jordan_2020
Banksia penicillata,eucalypt_forest,Clarke_2015
Bauera microphylla,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Bertya brownii,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Bertya cunninghamii,eucalypt_forest shrubland,Clarke_2015; Hughes_2005; Onoda_2010; Pickup_2005; Westoby_2003; Wright_2002; Zanne_2007
Beyeria lasiocarpa,eucalypt_forest,Clarke_2015
Boronia anemonifolia,eucalypt_forest,Clarke_2015
Boronia bipinnata,eucalypt_forest,Clarke_2015
Boronia floribunda,eucalypt_forest,Clarke_2015
Boronia mollis,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Boronia muelleri,eucalypt_forest,Clarke_2015; Peeters_2002
Boronia parviflora,eucalypt_forest,Clarke_2015
Boronia ruppii,eucalypt_forest,Clarke_2015
Bossiaea buxifolia,eucalypt_forest,Clarke_2015
Bossiaea cinerea,eucalypt_forest woodland,Clarke_2015; Rosell_2014; Zieminska_2013
Bossiaea kiamensis,eucalypt_forest,Clarke_2015
Bossiaea lenticularis,eucalypt_forest,Clarke_2015
Bursaria longisepala,eucalypt_forest,Clarke_2015
Bursaria spinosa subsp. lasiophylla,eucalypt_forest,Clarke_2015
Bursaria tenuifolia,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Caesia parviflora var. minor,eucalypt_forest,Clarke_2015
Callistemon comboynensis,eucalypt_forest,Clarke_2015
Callistemon flavovirens,eucalypt_forest,Clarke_2015
Callistemon pinifolius,eucalypt_forest,Clarke_2015
Callistemon salignus,eucalypt_forest,Clarke_2015
Callistemon shiressii,eucalypt_forest,Clarke_2015
Callistemon sp. [Callistemon sp. aff. flavovirens; Clarke_2015],eucalypt_forest,Clarke_2015
Callistemon subulatus,eucalypt_forest,Clarke_2015
Callitris muelleri,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Calotis dentex,eucalypt_forest,Clarke_2015
Cassinia arcuata,eucalypt_forest,Clarke_2015
Cassinia aureonitens,eucalypt_forest,Clarke_2015
Cassinia longifolia,eucalypt_forest,Clarke_2015
Cassinia sp. [Cassinia sp. indet. 79/42; Clarke_2015],eucalypt_forest,Clarke_2015
Cassinia sp. [Clarke_2015],eucalypt_forest,Clarke_2015
Cassinia subtropica,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Cassinia trinerva,eucalypt_forest grassland rainforest,Clarke_2015; Cooper_2013; Tng_2013
Cassinia uncata,eucalypt_forest woodland,Clarke_2015; Fonseca_2000
Cheiranthera linearis,eucalypt_forest,Clarke_2015
Chloanthes stoechadis,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Backhousia leptopetala,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Chorizema parviflorum,eucalypt_forest,Clarke_2015
Chrysanthemoides monilifera subsp. rotundata,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Chrysanthemoides monilifera,eucalypt_forest,Clarke_2015
Clematis leptophylla,eucalypt_forest,Clarke_2015
Clematis,eucalypt_forest,Clarke_2015
Commersonia dasyphylla,eucalypt_forest,Clarke_2015
Conospermum longifolium subsp. angustifolium,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Conospermum longifolium subsp. mediale,eucalypt_forest,Clarke_2015
Conospermum tenuifolium,eucalypt_forest,Clarke_2015
Coopernookia barbata,eucalypt_forest,Clarke_2015
Cordyline rubra,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Correa baeuerlenii,eucalypt_forest,Clarke_2015
Correa reflexa var. reflexa,eucalypt_forest,Clarke_2015
Corymbia citriodora,eucalypt_forest open_forest shrubland woodland,Clarke_2015; Stewart_1995; Westoby_2014; Zieminska_2015
Corymbia dallachiana,eucalypt_forest,Clarke_2015
Corymbia clarksoniana,eucalypt_forest grassland shrubland woodland,Clarke_2015; Zieminska_2015
Corymbia eximia,eucalypt_forest,Clarke_2015
Corymbia intermedia,eucalypt_forest grassland heath rainforest woodland,Clarke_2015; Cooper_2013; Westoby_2014; Williams_2012; Zieminska_2013
Corymbia tessellaris,eucalypt_forest open_forest rainforest,Clarke_2015; Cooper_2013; Stewart_1995
Corymbia trachyphloia,eucalypt_forest grassland woodland,Clarke_2015; Westoby_2014
Crotalaria brevis,eucalypt_forest woodland,Clarke_2015; Lord_1997
Crotalaria montana,eucalypt_forest woodland,Clarke_2015; Lord_1997
Croton verreauxii,eucalypt_forest rainforest,Clarke_2015; Cooper_2013; Fonseca_2000
Crowea exalata,eucalypt_forest,Clarke_2015
Cryptocarya triplinervis,eucalypt_forest rainforest,Clarke_2015; Gardiner_2019
Cycas media subsp. media,eucalypt_forest,Clarke_2015
Dampiera lanceolata var. lanceolata,eucalypt_forest,Clarke_2015
Darwinia diminuta,eucalypt_forest,Clarke_2015
Darwinia fascicularis subsp. oligantha,eucalypt_forest,Clarke_2015
Darwinia procera,eucalypt_forest heath woodland,Clarke_2015; Kubiak_2009
Darwinia taxifolia subsp. taxifolia,eucalypt_forest,Clarke_2015
Daviesia corymbosa,eucalypt_forest,Clarke_2015
Daviesia leptophylla,eucalypt_forest,Clarke_2015
Daviesia mimosoides,eucalypt_forest grassland,Clarke_2015; Mokany_2008
Daviesia squarrosa,eucalypt_forest woodland,Clarke_2015; Rosell_2014; Westoby_2014
Daviesia wyattiana,eucalypt_forest,Clarke_2015
Oxytes brachypoda,eucalypt_forest,Clarke_2015
Grona heterocarpos,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Dicksonia antarctica,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Dillwynia acicularis,eucalypt_forest,Clarke_2015
Dillwynia brunioides,eucalypt_forest,Clarke_2015
Dillwynia elegans,eucalypt_forest,Clarke_2015
Dillwynia prostrata,eucalypt_forest,Clarke_2015
Dillwynia ramosissima,eucalypt_forest,Clarke_2015
Dillwynia sp. [Clarke_2015],eucalypt_forest,Clarke_2015
Dillwynia stipulifera,eucalypt_forest,Clarke_2015
Dillwynia tenuifolia,eucalypt_forest,Clarke_2015
Discaria pubescens,eucalypt_forest,Clarke_2015
Dodonaea falcata,eucalypt_forest,Clarke_2015
Dodonaea lanceolata var. subsessilifolia,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Dodonaea multijuga,eucalypt_forest,Clarke_2015
Dodonaea sp. [Dodonaea sp. aff. triquetra; Clarke_2015],eucalypt_forest,Clarke_2015
Dodonaea sp. [Clarke_2015],eucalypt_forest heath,Clarke_2015
Dodonaea truncatiales,eucalypt_forest,Clarke_2015
Dodonaea viscosa subsp. angustifolia,eucalypt_forest woodland,Clarke_2015; Hughes_2005
Dodonaea viscosa subsp. viscosa,eucalypt_forest,Clarke_2015
Elaeocarpus holopetalus,eucalypt_forest rainforest,Clarke_2015; Cooper_2013
Epacris purpurascens var. onosmiflora,eucalypt_forest,Clarke_2015
Epacris purpurascens,eucalypt_forest,Clarke_2015
Philotheca myoporoides,eucalypt_forest heath,Clarke_2015; Schmidt_1997
Eucalyptus acmenoides,eucalypt_forest wet_sclerophyll woodland,Clarke_2015; Fonseca_2000; Westoby_2014
Eucalyptus agglomerata,eucalypt_forest,Clarke_2015
Eucalyptus amplifolia subsp. amplifolia,eucalypt_forest,Clarke_2015
Eucalyptus andrewsii,eucalypt_forest,Clarke_2015
Eucalyptus apiculata,eucalypt_forest,Clarke_2015
Eucalyptus apothalassica,eucalypt_forest,Clarke_2015
Eucalyptus badjensis,eucalypt_forest,Clarke_2015
Eucalyptus banksii,eucalypt_forest,Clarke_2015
Eucalyptus baueriana,eucalypt_forest,Clarke_2015
Eucalyptus bensonii,eucalypt_forest,Clarke_2015
Eucalyptus beyeriana,eucalypt_forest,Clarke_2015
Eucalyptus globulus subsp. bicostata,eucalypt_forest,Clarke_2015
Eucalyptus blaxlandii,eucalypt_forest,Clarke_2015
Eucalyptus bosistoana,eucalypt_forest,Clarke_2015
Eucalyptus botryoides,eucalypt_forest heath wet_sclerophyll woodland,Clarke_2015; Fonseca_2000; Kubiak_2009
Eucalyptus bridgesiana,eucalypt_forest,Clarke_2015
Eucalyptus burgessiana,eucalypt_forest,Clarke_2015
Eucalyptus caleyi,eucalypt_forest,Clarke_2015
Eucalyptus camfieldii,eucalypt_forest,Clarke_2015
Eucalyptus camphora subsp. humeana,eucalypt_forest,Clarke_2015
Eucalyptus macrorhyncha subsp. cannonii,eucalypt_forest,Clarke_2015
Eucalyptus capitellata,eucalypt_forest shrubland woodland,Clarke_2015; Westoby_2014
Eucalyptus consideniana,eucalypt_forest,Clarke_2015
Eucalyptus conspicua,eucalypt_forest,Clarke_2015
Eucalyptus croajingolensis,eucalypt_forest,Clarke_2015
Eucalyptus cypellocarpa,eucalypt_forest,Clarke_2015
Eucalyptus dalrympleana subsp. dalrympleana,eucalypt_forest,Clarke_2015
Eucalyptus dalrympleana,eucalypt_forest wet_sclerophyll,Clarke_2015; Nolan_2022
Eucalyptus dawsonii,eucalypt_forest,Clarke_2015
Eucalyptus dealbata,eucalypt_forest woodland,Clarke_2015; Fonseca_2000
Eucalyptus delegatensis subsp. delegatensis,eucalypt_forest,Clarke_2015
Eucalyptus crebra,eucalypt_forest grassland open_forest rainforest woodland,Clarke_2015; Cooper_2013; Rosell_2014; Stewart_1995; Tng_2013; Westoby_2014
Eucalyptus elata,eucalypt_forest,Clarke_2015
Eucalyptus fastigata,eucalypt_forest wet_sclerophyll,Clarke_2015; Ellsworth_2015
Eucalyptus fraxinoides,eucalypt_forest,Clarke_2015
Eucalyptus goniocalyx,eucalypt_forest woodland,Clarke_2015; Fonseca_2000
