geology & topography,habitat,ecodistrict,species,plant_growth_form,Fire response,Post-fire recovery and flowering
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Hakea preissii,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Keraudrenia sp..,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Labichea lanceolata subsp. brevifolia,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Lasiopetalum rosmarinifolium,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Leptospermum incanum,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Lasiopetalum indutum,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Leucopogon conostephioides,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca bromelioides,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca elliptica,shrub,RS/OSC,medium
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca eximia,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca fulgens,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca glaberimma,shrub,OSC,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca podiocarpa,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca glena,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Melaleuca eleuterostachya,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Micromyrtus elobata,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Micromyrtus imbricata,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Mirbelia microphylla,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Persoonia teretifolia,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Phebalium lepidotum,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Petrophile fastigiata,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Phyllanthus calycina,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Prostanthera carrickiana,shrub,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Santalum acuminatum,shrub,OSS,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Thryptomene australis,shrub,OSC,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Borya constricta,herb,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Borya sp..,herb,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Cyanicula deformis,herb,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Caladenia discoidea,herb,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Pterostylis sanguinea,herb,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Diuris affin pulchella,herb,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Pterostylis recurva,herb,,
"Granites outcrops, sheet granite and fringing communities - Mt Burdett, Mt Ridley, Mt Buraminya",Shrubland / Fringing Open Woodland,Albany Fraser Inland East,Eriochilus scaber,herb,,
Wandoo woodland,Woodland,Northwest Mosaic,Corymbia calophylla,tree,RS,
Wandoo woodland,Woodland,Northwest Mosaic,Eucalyptus marginata,tree,RSep,
Wandoo woodland,Woodland,Northwest Mosaic,Eucalyptus wandoo,tree,RS/ep/OSC,
Wandoo woodland,Woodland,Northwest Mosaic,Acacia spp,shrub,,
Wandoo woodland,Woodland,Northwest Mosaic,Gastrolobium spinosum,shrub,OSS,rapid
Wandoo woodland,Woodland,Northwest Mosaic,Gastrolobium parviflorum,shrub,OSS,medium
Wandoo woodland,Woodland,Northwest Mosaic,Hakea lissocarpha,shrub,RS,
Wandoo woodland,Woodland,Northwest Mosaic,Thomasia foliosa,shrub,,
Riverine and wetland woodland,Woodland,Northwest Mosaic,Eucalytpus occidentalis,tree,RS ep/OSC,
Riverine and wetland woodland,Woodland,Northwest Mosaic,Eucalytpus rudis,tree,RS ep,
Riverine and wetland woodland,Woodland,Northwest Mosaic,Eucalyptus decipiens,tree,RS ep,
Riverine and wetland woodland,Woodland,Northwest Mosaic,Melaleuca preissiana,tree,RS ep/OSC,
Riverine and wetland woodland,Woodland,Northwest Mosaic,Melaleuca rhaphiophylla,tree,RS ep/OSC,
Riverine and wetland woodland,Woodland,Northwest Mosaic,Banksia littoralis,tree,RS ep,
Riverine and wetland woodland,Woodland,Northwest Mosaic,Melaleuca viminea,shrub,OSC,medium
Riverine and wetland woodland,Woodland,Northwest Mosaic,Callistachys lanceolatum,shrub,OSS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Eucalyptus decipiens,mallee,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Eucalyptus falcata,mallee,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Eucalyptus decipiens x Eucalyptus falcata,mallee,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Eucalyptus orthostemon,mallee,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Adenanthos cygnorum,shrub,OSS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Allocasuarina acuaria,shrub,,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Allocasuarina lehmanniana,shrub,OSC,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia arctotidis,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia acuminata,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia alliacea,shrub,OSC,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia armata,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia brunnea,shrub,OSC,medium
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia fraseri,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia attenuata,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Bnaksia grandis,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia lepidorrhiza,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia meisnerii,shrub,OSC,medium
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia mucronulata sp. retrorsa,shrub,OSC,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia nivea subsp. nivea,shrub,OSC,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia pellaeifolia,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia porrecta,shrub,?RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia sessilis,shrub,OSC,medium
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia sphaerocarpa subsp. sphaerocarpa,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Banksia tenuis,shrub,OSC,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Calothamnus gracilis,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Calothamnus huegelii,shrub,,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Calothamnus quadrifidus,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Calothamnus sanguineus,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Petrophile media,shrub,,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Petrophile serruriae,shrub,OSC,medium
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Gastrolobium spinosum,shrub,OSS,rapid
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Hakea cucullata,shrub,OSC,medium to slow
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Hakea trifurcata,shrub,OSC,slow
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Hakea undulata,shrub,OSC,rapid
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Isopogon attentuatus,shrub,RS,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Isopogon buxifolius,shrub,OSC,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Isopogon heterophyllus,shrub,?OSC,
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Isopogon formosus,shrub,OSC,rapid to medium
"E. falcata , E decipiens mallee shrubland",Mallee woodland/ shrubland,Northwest Mosaic,Xanthorrhoea platyphylla,shrub,RS,
Yilgarn West Brown mallet - Brown mallet woodlands with grassy understoreys in the Tambellup area,Mallet,Northwest Mosaic,Eucalyptus astringens,mallet,OSC,
Yilgarn West Brown mallet - Brown mallet woodlands with grassy understoreys in the Tambellup area,Mallet,Northwest Mosaic,Eucalyptus garderni,mallet,OSC,
Tingle,Open - Closed Forest,Forest Mosaic,Allocasuarina decussata,tree,RS ep,
Tingle,Open - Closed Forest,Forest Mosaic,Eucalyptus brevistylis,tree,RS ep/OSC,
Tingle,Open - Closed Forest,Forest Mosaic,Eucalyptus diversicolor,tree,RS ep/OSC,slow
Tingle,Open - Closed Forest,Forest Mosaic,Eucalyptus guilfoylei,tree,RS ep/OSC,slow
Tingle,Open - Closed Forest,Forest Mosaic,Eucalyptus jacksonii,tree,RS ep/OSC,slow
Tingle,Open - Closed Forest,Forest Mosaic,Hakea lasianthoides,tree,OSC,medium
Tingle,Open - Closed Forest,Forest Mosaic,Hakea oleifolia,tree,OSC,medium
Tingle,Open - Closed Forest,Forest Mosaic,Hibbertia furfuracea,tree,RS,
Tingle,Open - Closed Forest,Forest Mosaic,Trymalium odaritissimum,tree,OSS,rapid
Tingle,Open - Closed Forest,Forest Mosaic,Acacia pentadenia,tree,OSS,medium to slow
Tingle,Open - Closed Forest,Forest Mosaic,Leucopogon verticillatus,tree,RS,
Tingle,Open - Closed Forest,Forest Mosaic,Lepidosperma effusem,tree,RS,
Tingle,Open - Closed Forest,Forest Mosaic,Petrophile diversifolia,tree,OSC,medium
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Eucalyptus diversicolor,tree,RS ep/OSC,slow
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Allocasuarina decussata,tree,RS/ ep,
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Corymbia calophylla,tree,RS/ ep,
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Banksia seminuda,tree,OSC,medium to slow
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Eucalyptus megacarpa,tree,RS ep/OSC,
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Acacia browniana,shrub,OSS,rapid
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Acacia pentadenia,shrub,OSS,medium to slow
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Banksia grandis,shrub,RS,
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Choralaena quercifolia,shrub,OSS,rapid
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Hibbertia furfuracea,shrub,RS,
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Leucopogon verticillatus,shrub,RS,
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Paraserianthes lophantha,shrub,OSS,rapid
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Persoonia longifolia,shrub,RS,
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Trymalium odaritissimum,shrub,OSS,rapid
Karri forest and relictual invertebrates,Open - Closed Forest,Forest Mosaic,Lepidosperma effusem,shrub,RS,
"Porongurup Range Karri Forest - Occurs on granite, red clay-loam on the mid-upper slopes of the Porongurup Range. PEC (P1)",Forest,Forest Mosaic,Eucalyptus diversicolor,tree,RS ep/OSC,slow
"Porongurup Range Karri Forest - Occurs on granite, red clay-loam on the mid-upper slopes of the Porongurup Range. PEC (P1)",Forest,Forest Mosaic,Trymalium odaritissimum,tree,OSS,rapid
"Porongurup Range Karri Forest - Occurs on granite, red clay-loam on the mid-upper slopes of the Porongurup Range. PEC (P1)",Forest,Forest Mosaic,Paraserianthes lophantha,tree,OSS,rapid
"Porongurup Range Karri Forest - Occurs on granite, red clay-loam on the mid-upper slopes of the Porongurup Range. PEC (P1)",Forest,Forest Mosaic,Mirbelia dilata,shrub,OSS,rapid
"Porongurup Range Karri Forest - Occurs on granite, red clay-loam on the mid-upper slopes of the Porongurup Range. PEC (P1)",Forest,Forest Mosaic,Apium prostratum subsp. phillipi,herb,OSS,rapid
"Karri outlier Manypeaks, Redmond",Forest,Forest Mosaic,Eucalyptus diversicolor,tree,RS ep/OSC,slow
"Karri outlier Manypeaks, Redmond",Forest,Forest Mosaic,E. goniantha subsp. goniantha,tree,RS,
Riparian woodlands,Woodland,Forest Mosaic,Eucalyptus patens,tree,RS ep,
Riparian woodlands,Woodland,Forest Mosaic,Eucalyptus occidentalis,tree,RS ep/OSC,
Riparian woodlands,Woodland,Forest Mosaic,Eucalyptus rudis,tree,RS ep,
Paperbark woodlands,Woodland,Forest Mosaic,Melaleuca cuticularis,tree,RS ep/OSC,
Paperbark woodlands,Woodland,Forest Mosaic,Melaleuca preissiana,tree,RS ep/OSC,
Paperbark woodlands,Woodland,Forest Mosaic,Melaleuca rhaphiophylla,tree,RS /OSC,
Paperbark woodlands,Woodland,Forest Mosaic,Gastrolobium sericeum,shrub,,
Paperbark woodlands,Woodland,Forest Mosaic,Melaleuca pauciflora,shrub,RS,
Paperbark woodlands,Woodland,Forest Mosaic,Melaleuca lateritia,shrub,RS,
Paperbark woodlands,Woodland,Forest Mosaic,Baumea spp,sedge,,
Paperbark woodlands,Woodland,Forest Mosaic,Gahnia trida,sedge,RS,
