taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Verticordia monadelpha var. callitricha,"yellow or white sand, gravelly soils. sandplains, rocky hills & outcrops.", yellow or white sand gravelly soils sandplainss rocky hills  outcrops ,,,,,,,,,hills rocky_outcrop,hills outcrops,sandplain,sandplains,white yellow,white yellow,,,gravel soil_rocky sand,gravelly rocky sand,,
Verticordia plumosa var. brachyphylla,sandy or clayey soils. winter-wet depressions., sandy or clayey soils winterwet depressions ,,,,,,,winterwet,winterwet,depressions,depressions,,,,,,,clay sand,clayey sandy,,
Verticordia plumosa var. grandiflora,"sandy or clayey soils. winter-wet depressions, granite rocks.", sandy or clayey soils winterwet depressions granite rocks ,,,,,,,winterwet,winterwet,depressions,depressions,,,,,granitic,granite,clay sand,clayey sandy,,
Microtis media subsp. densiflora,"sand, clay. swamps, roadsides, ditches.", sand clay swamps roadsidess ditches ,,,,,,,wet,swamps,,,roadside swamp,roadsidess swamps,,,,,clay sand,clay sand,,
Urena armitiana var. spenceri,"black loam, sandy soils, sandstone. creek banks, floodplains.", black loam sandy soils sandstone creekbanks floodplainss ,,,,,,,,,streambanks,creekbanks,streambanks floodplain,creekbanks floodplains,black,black,sandstone,sandstone,loam sand,loam sands sandy,,
Hoya australis subsp. rupicola,sandstone outcrops & cliffs., sandstone outcrops  cliffs ,,,,,,,,,cliff rocky_outcrop,cliffs outcrops,cliffs,cliffs cliffs,,,sandstone,sandstone,sand,sands,,
Isopogon buxifolius var. linearis,"sandy or red stony soils. sandplains, low wet places.", sandy or red stonysoils sandplainss low wet places ,,,,,,,wet,wet,,,sandplain,sandplains,red,red,,,soil_rocky sand stony,stonysoils sandy stonys,,
Cyperus haspan subsp. juncoides,"sand, clay, alluvium. swamps, along watercourses or in pools.", sand clay alluvium swamps along watercourses or in pools ,,,,,,,wet,swamps,watercourses,watercourses,streambanks swamp streams,watercourses swamps watercourses,,,alluvial,alluvium,clay sand,clay sand,,
Acacia ayersiana var. latifolia,"red sandy or loamy soils. low-lying areas, flats, along creeks.", redsandy or loamy soils lowlyingareas flats alongcreekss ,,,,,,,,,flats streambanks,lowlyingareas flats alongcreeks,streambanks,alongcreekss,red,reds,,,loam,loamy,,
Daviesia benthamii subsp. acanthoclona,"sandy & clayey soils. flats, sandplains, lateritic breakaways & rises.", sandy  clayey soils flats sandplainss lateritic breakaways  rises ,,,,,,,,,breakaways flats,breakaways flats,sandplain,sandplains,,,lateritic,lateritic,clay sand,clayey sandy,,
Sarcostemma viminale subsp. australe,"often red lateritic soils, sandy soils over sandstone or limestone.", often red lateritic soils sandy soils over sandstone or limestone ,,,,,,,,,,,,,red,red,lateritic limestone sandstone,lateritic limestone sandstone,sand,sands sandy,,
Sarcostemma viminale subsp. brunonianum,"skeletal soils over sandstone or hardcap aluminous laterite. rock outcrops, slopes.", skeletal soils over sandstone or hardcap aluminous laterite rock outcrops slopes ,,,,,,,,,rocky_outcrop slopes,outcrops slopes,,,,,lateritic sandstone,laterite sandstone,sand skeletal,sands skeletal,,
Centrolepis cephaloformis subsp. murrayi,"sand, granite. moss, salt flats.", sand granite moss salt flats ,,,,,,,,,flats,flats,,,,,granitic saline,granite salt,sand,sand,,
Logania serpyllifolia subsp. angustifolia,"white/grey sand or sandy soils over limestone, granite or laterite. coastal areas, sandplains, ridges, ephemeral wetlands.", whitegrey sand or sandy soils over limestone granite or laterite coastal areas sandplainss ridges ephemeral wetlands ,,,,,,,,,coastal ridges,coastal ridges,sandplain,sandplains,,,granitic lateritic limestone,granite laterite limestone,sand,sand sandy,,
Scaevola revoluta subsp. stenostachya,sandy soils. sandstone hills & rocks., sandy soils sandstone hills  rocks ,,,,,,,,,hills,hills,,,,,sandstone,sandstone,sand,sands sandy,,
Scaevola thesioides subsp. filifolia,"sandy or clayey soils, loam. sandplains, creek beds.", sandy or clayey soils loam sandplainss creek beds ,,,,,,,,,,,streams sandplain,creek sandplains,,,,,clay loam sand,clayey loam sandy,,
Dampiera haematotricha subsp. dura,lateritic or granitic soils. granite outcrops & hills., lateritic or granitic soils granite outcrops  hills ,,,,,,,,,hills rocky_outcrop,hills outcrops,,,,,granitic lateritic,granite granitic lateritic,,,,
Dampiera tenuicaulis var. curvula,"sandy, sometimes gravelly soils. plains.", sandy sometimes gravelly soils plainss ,,,,,,,,,plains,plainss,plains,plains,,,,,gravel sand,gravelly sandy,,
Drosera paleacea subsp. trichocaulis,"white sand, sandy clay.", white sand sandyclay ,,,,,,,,,,,,,white,white,,,sand clay_sandy,sand sandyclay,,
Drosera erythrorhiza subsp. squamosa,"peaty sand, clay. margins of swamps.", peaty sand clay margins of swamps ,,,,,,,wet,swamps,,,swamp,swamps,,,,,clay peat sand,clay peaty sand,,
Drosera menziesii subsp. penicillaris,"deep sand, loamy soils.", deep sand loamy soils ,,,,,,,,,,,,,,,,,loam sand,loamy sand,,
Drosera bulbosa subsp. major,"loam soils, clay.", loam soils clay ,,,,,,,,,,,,,,,,,clay loam,clay loam,,
Rhodanthe chlorocephala subsp. rosea,often on sandy soils., often on sandy soils ,,,,,,,,,,,,,,,,,sand,sandy,,
Rhodanthe chlorocephala subsp. splendida,"sand, clay, sandy clay, loam. floodplains, along rivers & creeks.", sand clay sandyclay loam floodplainss along rivers  creeks ,,,,,,,,,,,streams floodplain,creeks floodplains rivers,,,,,clay loam sand clay_sandy,clay loam sand sandyclay,,
Amyema miraculosa subsp. boormanii,,,,,,,,,,,,,,,,,,,,,,
Melaleuca incana subsp. tenella,grey/brown sand. swamps & depressions., greybrown sand swamps  depressions ,,,,,,,wet,swamps,depressions,depressions,swamp,swamps,,,,,sand,sand,,
Cryptostegia madagascariensis var. glaberrima,"cultivated as a garden plant, naturalised in disturbed areas.", cultivated as a garden plant naturalised in disturbed areas ,,,,,,,,,,,cultivated disturbed urban,cultivated disturbed garden,,,,,,,,
Schoenia filifolia subsp. subulifolia,"pale yellow-grey-brown clay. swampy flats, tops of breakaways, crabholes.", pale yellowgreybrown clay swampy flats tops of breakaways crabholes ,,,,,,,wet,swampy,breakaways flats,breakaways flats,swamp,swampy,,,,,clay,clay,,
Alstonia spectabilis subsp. ophioxyloides,commonly lateritic loam or sandstone., commonly lateritic loam or sandstone ,,,,,,,,,,,,,,,lateritic sandstone,lateritic sandstone,loam sand,loam sands,,
Grevillea hakeoides subsp. stenophylla,"grey, yellow, brown or red sand, sandy clay, loam. coastal cliffs, sand dunes, creek & river banks.", grey yellow brown or redsand sandyclay loam coastal cliffs sanddunes creek  riverbanks ,,,,,,,,,cliff coastal,cliffs coastal,streambanks sanddunes streams cliffs,riverbanks sanddunes creek riverbanks cliffs cliffs,brown grey red yellow,brown grey reds yellow,,,sand_red loam clay_sandy,redsand loam sandyclay,,
Grevillea manglesii subsp. dissectifolia,"gravelly loam, moist. roadsides.", gravelly loam moist roadsidess ,,,,,,,moist,moist,,,roadside,roadsidess,,,,,gravel loam,gravelly loam,,
Grevillea manglesii subsp. ornithopoda,,,,,,,,,,,,,,,,,,,,,,
Grevillea concinna subsp. lemanniana,"siliceous sand, sand over laterite, sandy loam, granitic soils.", siliceous sand sand over laterite sandy loam granitic soils ,,,,,,,,,,,,,,,granitic lateritic siliceous,granitic laterite siliceous,loam sand,loam sand sandy,,
Trymalium ledifolium var. rosmarinifolium,"clay, loam, sand. lateritic & granitic areas.", clay loam sand lateritic  granitic areas ,,,,,,,,,,,,,,,granitic lateritic,granitic lateritic,clay loam sand,clay loam sand,,
Cryptandra arbutiflora var. tubulosa,"sandy soils, limestone. granite outcrops, creek banks.", sandy soils limestone granite outcrops creekbanks ,,,,,,,,,rocky_outcrop streambanks,outcrops creekbanks,streambanks,creekbanks,,,granitic limestone,granite limestone,sand,sandy,,
Calytrix breviseta subsp. stipulosa,"white or yellow sand, sandy loam.", white or yellow sand sandy loam ,,,,,,,,,,,,,white yellow,white yellow,,,loam sand,loam sand sandy,,
Clerodendrum tomentosum var. lanceolatum,,,,,,,,,,,,,,,,,,,,,,
Clerodendrum floribundum var. ovatum,"skeletal soils, sandy & loamy soils, sandstone. basalt. rocky hills & slopes, floodplains.", skeletal soils sandy  loamy soils sandstone basalt rocky hills  slopes floodplainss ,,,,,,,,,hills slopes,hills slopes,floodplain,floodplains,,,basaltic sandstone,basalt sandstone,loam soil_rocky sand skeletal,loamy rocky sands sandy skeletal,,
Clerodendrum floribundum var. coriaceum,"sandy soils. creek beds, sandstone hill & boulders, rocky areas.", sandy soils creek beds sandstone hill  boulders rocky areas ,,,,,,,,,hills,hill,streams,creek,,,sandstone,sandstone,soil_rocky sand,rocky sands sandy,,
Cajanus reticulatus var. grandifolius,"stony sandstone slopes, among quartzite rocks.", stony sandstone slopes among quartzite rocks ,,,,,,,,,slopes,slopes,,,,,quartzite sandstone,quartzite sandstone,sand stony,sands stony,,
Leptopus decaisnei var. orbicularis,red pindan soils., red pindan soils ,,,,,,,,,,,,,red,red,,,,,,
Dichanthium sericeum subsp. polystachyum,"heavy black clay, alluvium.", heavy blackclay alluvium ,,,,,,,,,,,,,,,alluvial,alluvium,clay_black,blackclay,,
Dichanthium sericeum subsp. humilius,"loam, red clay.", loam redclay ,,,,,,,,,,,,,,,,,clay_red loam,redclay loam,,
Ischaemum australe var. arundinaceum,"sand, clay. basalt loam, sandstone. swamps, creeks, seepage areas, rock crevices.", sand clay basalt loam sandstone swamps creeks seepage areas rock crevices ,,,,,,,wet,swamps seepage,flats seepages,seepage seepage,streams crevices swamp,creeks crevices swamps,,,basaltic sandstone,basalt sandstone,clay loam sand,clay loam sand,,
Sida acuta subsp. carpinifolia,"yellow sand, red loam, black peaty or sandy clay, alluvial soils. flats, base of hills, edge of vinethickets, river banks, along drains, roadverges.", yellow sand red loam black peaty or sandyclay alluvial soils flats base of hills edge of vinethickets riverbanks along drains roadverges ,,,,,,,,,flats hills,flats hills,streambanks disturbed vine_thicket,riverbanks roadverges vinethickets riverbanks,black red yellow,black red yellow,alluvial,alluvial,loam peat sand clay_sandy,loam peaty sand sandyclay,,
Conostylis seorsiflora subsp. Nyabing,lateritic soils., lateritic soils ,,,,,,,,,,,,,,,lateritic,lateritic,,,,
Allocasuarina eriochlamys subsp. grossa,"stony loam, laterite clay. granite outcrops.", stony loam laterite clay granite outcrops ,,,,,,,,,rocky_outcrop,outcrops,,,,,granitic lateritic,granite laterite,clay loam stony,clay loam stony,,
Allocasuarina acutivalvis subsp. prinsepiana,"lateritic & sandy soils. in tall heath, open woodland, rocky hillsides.", lateritic  sandy soils in tall heath openwoodland rocky hillsides ,,,,,,,,,hills,hills hillsides,woodland_open heath,openwoodland heath openwoodland,,,lateritic,lateritic,soil_rocky sand,rocky sandy,,
Hypoestes floribunda var. distans,dissected sandstone. along creeklines., dissected sandstone alongcreekslines ,,,,,,,,,streambanks,alongcreeks,,,,,sandstone,sandstone,sand,sands,,
Hypoestes floribunda var. suaveolens,"clay or loamy soils, sandstone. lateritic screes & plateaus, seasonally inundated areas, coastal areas.", clay or loamy soils sandstone lateritic screes  plateaus seasonally inundated areas coastal areas ,,,,,,,,,coastal plateaus rocky,coastal plateaus screes,rocky,screes screes,,,lateritic sandstone,lateritic sandstone,clay loam sand,clay loamy sands,,
Acacia congesta subsp. cliftoniana,rocky or lateritic loam., rocky or lateritic loam ,,,,,,,,,,,,,,,lateritic,lateritic,loam soil_rocky,loam rocky,,
Passiflora foetida var. hispida,"coastal areas, river & creek banks.", coastal areas river  creekbanks ,,,,,,,,,coastal streambanks,coastal creekbanks,streambanks streams,creekbanks river,,,,,,,,
Vigna vexillata var. angustifolia,loam. swampy areas., loam swampy areas ,,,,,,,wet,swampy,,,swamp,swampy,,,,,loam,loam,,
Petrophile chrysantha subsp. Watheroo,"white, grey or yellow sand on laterite.", white grey or yellow sand on laterite ,,,,,,,,,,,,,grey white yellow,grey white yellow,lateritic,laterite,sand,sand,,
Erymophyllum ramosum subsp. involucratum,usually in calcareous sandy soils. coastal areas., usually in calcareous sandy soils coastal areas ,,,,,,,,,coastal,coastal,,,,,calcareous,calcareous,sand,sandy,,
Bossiaea aquifolium subsp. laidlawiana,"clay loam, gravel, laterite.", clay loam gravel laterite ,,,,,,,,,,,,,,,lateritic,laterite,clay gravel loam,clay gravel loam,,
Isopogon teretifolius subsp. petrophiloides,"grey/yellow sand & laterite, clayey sand, deep yellow sand.", greyyellow sand  laterite clayey sand deep yellow sand ,,,,,,,,,,,,,yellow,yellow,lateritic,laterite,clay sand,clayey sand,,
Petrophile ericifolia subsp. subpubescens,"sandy loam, brown sand. sandplains.", sandy loam brown sand sandplainss ,,,,,,,,,,,sandplain,sandplains,brown,brown,,,loam sand,loam sand sandy,,
Millotia greevesii subsp. helmsii,sand., sand ,,,,,,,,,,,,,,,,,sand,sand,,
Romulea flava var. minor,"white-grey sand or loam, black sandy clay, granite. low rises, plains and slopes, winter-wet sites, edges firebreaks.", whitegrey sand or loam black sandyclay granite low rises plainss and slopes winterwet sites edges firebreaks ,,,,,,,winterwet,winterwet,plains slopes,plainss slopes,plains,plains,black,black,granitic,granite,loam sand clay_sandy,loam sand sandyclay,,
Avicennia marina subsp. eucalyptifolia,,,,,,,,,,,,,,,,,,,,,,
Acacia ancistrophylla var. lissophylla,sandy loam over limestone. flat plains., sandy loam over limestone flat plainss ,,,,,,,,,flats plains,flat plainss,plains,plains,,,limestone,limestone,loam sand,loam sandy,,
Chamelaucium drummondii subsp. hallii,"white or yellow sand, laterite. sandplains.", white or yellow sand laterite sandplainss ,,,,,,,,,,,sandplain,sandplains,white yellow,white yellow,lateritic,laterite,sand,sand,,
Acacia drummondii subsp. elegans Porongurup variant,"gullies, granite outcrops.", gullies granite outcrops ,,,,,,,,,gullies rocky_outcrop,gullies outcrops,,,,,granitic,granite,,,,
Eremophila decipiens subsp. linearifolia,"yellow sand, granitic sand, sandy clay.", yellow sand granitic sand sandyclay ,,,,,,,,,,,,,yellow,yellow,granitic,granitic,sand clay_sandy,sand sandyclay,,
Acacia pulchella var. reflexa acuminate bracteole variant,sandy loam or sandy clay over laterite. woodland., sandy loam or sandyclay over laterite woodland ,,,,,,,,,,,woodland,woodland,,,lateritic,laterite,loam sand clay_sandy,loam sandy sandyclay,,
Acacia leioderma var. Fitzgerald River N.P. variant,"sand over laterite, clay.", sand over laterite clay ,,,,,,,,,,,,,,,lateritic,laterite,clay sand,clay sand,,
Acacia lateriticola var. Glabrous variant,lateritic soils., lateritic soils ,,,,,,,,,,,,,,,lateritic,lateritic,,,,
Acacia lasiocarpa var. lasiocarpa Cockleshell Gully variant,grey-yellow sand with laterite. low open heath., greyyellow sand with laterite low open heath ,,,,,,,,,,,heath,heath,,,lateritic,laterite,sand,sand,,
Acacia lasiocarpa var. bracteolata long peduncle variant,"grey or black sand over clay. swampy areas, winter wet lowlands.", grey or black sand over clay swampy areas winter wet lowlands ,,,,,,,wet,swampy wet,,,swamp,swampy,black grey,black grey,,,clay sand,clay sand,,
Acaena echinata var. subglabricalyx,granite., granite ,,,,,,,,,,,,,,,granitic,granite,,,,
Vicia villosa subsp. eriocarpa,"wet areas, roadsides.", wet areas roadsidess ,,,,,,,wet,wet,,,roadside,roadsidess,,,,,,,,
Eremophila oldfieldii subsp. angustifolia,"rocky soils, sand, clay or loam soils. rocky ridges, undulating plains, granite outcrops, breakaways,.", rockysoils sand clay or loam soils rocky ridges undulating plainss granite outcrops breakaways ,,,,,,,,,breakaways rocky_outcrop plains ridges undulating,breakaways outcrops plainss ridges undulating,plains,plains,,,granitic,granite,soil_rocky clay loam sand,rockysoils clay loam rockys sand,,
Eremophila platythamnos subsp. exotrachys,"red sand. sandplains, sand dunes, limestone outcrops, near salt lakes.", redsand sandplainss sanddunes limestone outcrops near saltlakes ,,,,,,,,,rocky_outcrop,outcrops,lakes_salt sanddunes sandplain,saltlakes sanddunes sandplains,red,reds,limestone,limestone,sand_red,redsand,,
Melaleuca acuminata subsp. websteri,"sandy clay, clay. swampy depressions, rises.", sandyclay clay swampy depressions rises ,,,,,,,wet,swampy,depressions,depressions,swamp,swampy,,,,,clay clay_sandy,clay sandyclay,,
Eremophila interstans subsp. virgata,red clay or loam. plains., redclay or loam plainss ,,,,,,,,,plains,plainss,plains,plains,,,,,clay_red loam,redclay loam,,
Chamelaucium pauciflorum subsp. thryptomenioides,sandy & lateritic gravelly soils. plains., sandy  lateritic gravelly soils plainss ,,,,,,,,,plains,plainss,plains,plains,,,lateritic,lateritic,gravel sand,gravelly sandy,,
Gardenia pyriformis subsp. keartlandii,"red sandy soils, sandstone. dunes, sandplains, stony ridges.", redsandy soils sandstone dunes sandplainss stony ridges ,,,,,,,,,ridges,ridges,sanddunes sandplain,dunes sandplains,red,reds,sandstone,sandstone,sand stony,sands stony,,
Acacia heteroneura var. jutsonii,"red or yellow sand, gravelly sand. sandplains, sand dunes, lateritic rises.", red or yellow sand gravelly sand sandplainss sanddunes lateritic rises ,,,,,,,,,,,sanddunes sandplain,sanddunes sandplains,red yellow,red yellow,lateritic,lateritic,gravel sand,gravelly sand,,
Caladenia longicauda subsp. eminens,"sandy, lateritic or clayey loam, white/grey sand.", sandy lateritic or clayey loam whitegrey sand ,,,,,,,,,,,,,,,lateritic,lateritic,clay loam sand,clayey loam sand sandy,,
