Species name adjusted,Species name,Common name,Group,EPBC Act status,IUCN threat level 1,IUCN threat level 1 description,IUCN threat level 2 (or finest level available),IUCN threat level 2 description (or finest level available),IUCN threat level 3 (or finest level available),IUCN threat level 3 description (or finest level available),Broad level threat,Sub category threat,Timing,Scope,Severity,Timing score,"Sum of timing, scope, severity",Impact score,Expert threat notes
Eucalyptus sp. Howes Swamp Creek (M.Doherty 26),Eucalyptus sp. Howes Swamp Creek (M.Doherty 26),NA,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Eucalyptus steedmanii,Eucalyptus steedmanii,Steedmans Gum,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Eucalyptus suberea,Eucalyptus suberea,"Cork Mallee, Mount Lesueur Mallee",Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Eucalyptus virens,Eucalyptus virens,NA,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Eulamprus tympanum marnieae,Eulamprus tympanum marnieae,"Corangamite water skink, dreeite water skink",Reptiles,EN,8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (cats),Invasive species and diseases,Invasive predator,,0,0,0,0,Insufficient data,Cats
Eulamprus tympanum marnieae,Eulamprus tympanum marnieae,"Corangamite water skink, dreeite water skink",Reptiles,EN,11,Climate change and severe weather,11,Climate change and severe weather,11,Climate change and severe weather,Climate change and severe weather,Climate change and severe weather-Unspecified,,0,0,0,0,Insufficient data,Climate change severe weather events
Eulamprus tympanum marnieae,Eulamprus tympanum marnieae,"Corangamite water skink, dreeite water skink",Reptiles,EN,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,,0,0,0,0,Insufficient data,Fragmentation
Eulamprus tympanum marnieae,Eulamprus tympanum marnieae,"Corangamite water skink, dreeite water skink",Reptiles,EN,9,Pollution,9.3,Agricultural and forestry effluents,9.3.3,Herbicides and pesticides,Pollution,Herbicides and pesticides,,0,0,0,0,Insufficient data,Insecticide
Eulamprus tympanum marnieae,Eulamprus tympanum marnieae,"Corangamite water skink, dreeite water skink",Reptiles,EN,7,Natural system modifications,7.2,Dams and water management/use,7.2,Dams and water management/use,Changed surface and groundwater regimes,Dams and altered flow regimes,,0,0,0,0,Insufficient data,Water extraction
Euphorbia carissoides,Euphorbia carissoides,NA,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Euphrasia amphisysepala,Euphrasia amphisysepala,Shiny Cliff Eyebright,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Euphrasia crassiuscula subsp. glandulifera,Euphrasia crassiuscula subsp. glandulifera,Thick Eyebright,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Euphrasia eichleri,Euphrasia eichleri,Bogong Eyebright,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Euphrasia phragmostoma,Euphrasia phragmostoma,"Buftons Eyebright, Hairy Cliff Eyebright",Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),Euphrasia sp. Bivouac Bay (W.R.Barker 7626 et al.),"Masked Eyebright, Masked Cliff Eyebright",Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Falco hypoleucos,Falco hypoleucos,Grey Falcon,Birds,VU,8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.1,Unspecified species,Disrupted ecosystem and population processes,Problematic native species,,0,0,0,0,Insufficient data,NA
Fimbristylis adjuncta,Fimbristylis adjuncta,NA,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Frankenia conferta,Frankenia conferta,Silky Frankenia,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Frankenia parvula,Frankenia parvula,Short-leaved Frankenia,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Frankenia plicata,Frankenia plicata,NA,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Furina dunmalli,Furina dunmalli,Dunmall's snake,Reptiles,VU,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Agriculture and aquaculture,,0,0,0,0,Insufficient data,Habitat loss
Galaxias pedderensis,Galaxias pedderensis,Pedder Galaxias,Fish,EX (Wild),8,"Invasive and other problematic species, genes and diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (brown trout),Invasive species and diseases,Invasive fish,,0,0,0,0,Insufficient data,Invasive non-native/alien species/diseases
Galaxias pedderensis,Galaxias pedderensis,Pedder Galaxias,Fish,EX (Wild),7,Natural system modifications,7.2,Dams & water management/use,7.2.11,Dams (size unknown),"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Galaxias pedderensis,Galaxias pedderensis,Pedder Galaxias,Fish,EX (Wild),8,"Invasive and other problematic species, genes and diseases",8.2,Problematic native species/diseases,8.2.2,Named species (climbing galaxias ),Disrupted ecosystem and population processes,Problematic native species,,0,0,0,0,Insufficient data,Problematic native species/diseases
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,8,"Invasive and other problematic species, genes & diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (Gambusia holbrooki),Invasive species and diseases,Invasive fish,,0,0,0,0,Insufficient data,Gambusia holbrooki
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,11,Climate Change & Severe Weather,11.3,Temperature Extremes,11.3,Temperature Extremes,Climate change and severe weather,Temperature extremes,,0,0,0,0,Insufficient data,increased temperatures may exceed the species physiological tolerances
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,8,"Invasive and other problematic species, genes & diseases",8.1,Invasive non-native/alien species/diseases,8.1.2,Named species (Ligula intestinalis),Invasive species and diseases,Disease,,0,0,0,0,Insufficient data,Infection of the introduced cestode Ligula intestinalis affects the survival and reproductive potential of Galaxias truttaceus.
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,7,Natural System Modifications,7.1,Fire & Fire Suppression,7.1.1,Increase in Fire Frequency/Intensity,Adverse fire regimes,Increase in fire frequency/intensity,,0,0,0,0,Insufficient data,It is predicted that climate change will increase the intensity and frequency of bushfires in southwest WA
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,8,"Invasive and other problematic species, genes & diseases",8.1,Invasive non-native/alien species/diseases,8.1.1,Unspecified Species,Invasive species and diseases,Invasive fish,,0,0,0,0,Insufficient data,potential introduction of other alien fish species
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,7,Natural System Modifications,7.2,Dams & Water Management/Use,7.2.7,Abstraction of ground water (Agricultural use),Changed surface and groundwater regimes,Alteration to groundwater levels,,0,0,0,0,Insufficient data,potential reductions in groundwater recharge/availability
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,8,"Invasive and other problematic species, genes & diseases",8.2,Problematic native species/diseases,8.2.2,Named species (Cherax destructor),Disrupted ecosystem and population processes,Problematic native species,,0,0,0,0,Insufficient data,predation and disease from introduced Cherax destructor
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,11,Climate Change & Severe Weather,11.2,Droughts,11.2,Droughts,Climate change and severe weather,Increased frequency/severity of droughts,,0,0,0,0,Insufficient data,reduced rainfall reduces surface water availability
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,2,Agriculture and aquaculture,2,Agriculture and aquaculture,2,Agriculture and aquaculture,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,salinisation from historic land clearing
Galaxias truttaceus (Western Australian population),Galaxias truttaceus (Western Australian population),"Spotted Galaxias (western subspecies), Western Spotted Galaxias,  Western Trout Galaxias",Fish,EN,7,Natural System Modifications,7.2,Dams & Water Management/Use,7.2.4,Abstraction of Surface Water (unknown use),Changed surface and groundwater regimes,Alteration to surface water flows and infiltration,,0,0,0,0,Insufficient data,NA
Galium antarcticum,Galium antarcticum,Subantarctic Bedstraw,Plants,CR,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Gardenia actinocarpa,Gardenia actinocarpa,NA,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Gardenia psidioides,Gardenia psidioides,Hann Gardenia,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Gastrolobium graniticum,Gastrolobium graniticum,Granite Poison,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Genoplesium rhyoliticum,Genoplesium rhyoliticum,Pambula Midge-orchid,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Genoplesium tectum,Genoplesium tectum,Cardwell Midge Orchid,Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Germainia capitata,Germainia capitata,NA,Plants,VU,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Gingidia rupicola,Gingidia rupicola,"Mountain Angelica, Broad-leafed Carrot",Plants,EN,12,Other options,12,Other options,12,Other options,"Habitat loss, fragmentation and degradation",Other natural system modifications,,0,0,0,0,Insufficient data,No threat info
Glyphis glyphis,Glyphis glyphis,Speartooth shark,Fish,CR,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.4,Unintentional effects: Large scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,,0,0,0,0,Insufficient data,Unintentional effects: -large scale
Glyphis glyphis,Glyphis glyphis,Speartooth shark,Fish,CR,5,Biological resource use,5.4,Fishing and harvest aquatic resources,5.4.3,Unintentional effects: subsistence/small scale (species being assessed is not the target) [harvest],Overexploitation and other direct harm from human activities,Bycatch,,0,0,0,0,Insufficient data,Unintentional effects: -subsistence/small scale
Glyphis glyphis,Glyphis glyphis,Speartooth shark,Fish,CR,1,Residential and commercial development,1.1,Housing and urban areas,1.1,Housing and urban areas,Overexploitation and other direct harm from human activities,Bycatch,Ongoing,0,0,3,0,Low,Unintentional effects: -large scale
