Family,Species,Distribution,EPBC Act,Putative IUCN category,Isolated from plant tissue,No response,Mild response,Severe reposnse,Habitat suitability,Risk,Expert change / reason for change,suggested_name,accepted_name,family,taxon_distribution
FABACEAE,Acacia undosa,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Acacia undosa,Acacia undosa,Fabaceae,WA
FABACEAE,Acacia unguicula,w,CE,,,Shearer & Crane (unpub. data),,,Suitable,Moderate,,Acacia unguicula,Acacia unguicula,Fabaceae,WA
FABACEAE,Acacia urophylla,w,,,McDougall (1997),"Podger (1972), Shearer & Dillon (1996)",McDougall (1997),,Suitable,Low,,Acacia urophylla,Acacia urophylla,Fabaceae,WA
FABACEAE,Acacia verniciflua,"a,n,q,v",,,Kueh (2011),,,Kueh (2011),Suitable,Low,,Acacia verniciflua,Acacia verniciflua,Fabaceae,"Qld, NSW, ACT, Vic"
FABACEAE,Acacia veronica,w,,,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",,,Suitable,Low,,Acacia veronica,Acacia veronica,Fabaceae,WA
FABACEAE,Acacia verticillata,"n,s,t,v",,,"Cahill (pers. comm.), Podger (1989), Podger et al. (1990), Pratt & Heather (1973), Weste (2001)",,,,Suitable,Low,,Acacia verticillata,Acacia verticillata,Fabaceae,"SA, NSW, Vic, Tas"
FABACEAE,Acacia vittata,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Acacia vittata,Acacia vittata,Fabaceae,WA
FABACEAE,Acacia volubilis,w,E,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Acacia volubilis,Acacia volubilis,Fabaceae,WA
FABACEAE,Aotus ericoides,"n,q,t,v",,,"Podger (1968), Podger et al. (1990)",,Titze & Palzer (1969),"Rudman (pers. comm.), Weste (2001)",Suitable,Low,,Aotus ericoides [alternative possible names: Aotus gracillima (pro parte misapplied) | Aotus intermedia (pro parte misapplied) | Aotus subspinescens (misapplied)],Aotus ericoides,Fabaceae,"Qld, NSW, Vic, Tas"
FABACEAE,Aotus genistoides,w,,E,DBCA (2021),,,Barrett (pers. comm.),Suitable,High,,Aotus genistoides,Aotus genistoides,Fabaceae,WA
FABACEAE,Aotus passerinoides,w,,V,"Podger (1968), Shivas (1989), DBCA (2021)",,"Podger (1972), Titze & Palzer (1969)",,Suitable,Low,,Aotus passerinoides,Aotus passerinoides,Fabaceae,WA
FABACEAE,Bossiaea aquifolium,w,,,"Shearer & Dillon (1995), DBCA (2021)",,McDougall (1997),,Suitable,Low,,Bossiaea aquifolium,Bossiaea aquifolium,Fabaceae,WA
FABACEAE,Bossiaea cinerea,"n,s,t,v",,,"Podger et al. (1990), Schahinger et al. (2003), Weste (2001)",,,"Rudman (pers. comm.), Weste (2001)",Suitable,Low,,Bossiaea cinerea,Bossiaea cinerea,Fabaceae,"SA, NSW, Vic, Tas"
FABACEAE,Bossiaea cucullata,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Bossiaea cucullata,Bossiaea cucullata,Fabaceae,WA
FABACEAE,Bossiaea eriocarpa,w,,,"Podger (1968), Shearer & Dillon (1995), Shearer & Dillon (1996)",,Hart (1983),,Suitable,Low,,Bossiaea eriocarpa,Bossiaea eriocarpa,Fabaceae,WA
FABACEAE,Bossiaea linophylla,w,,,Wills (1993),"Wills (1993), Freebury (pers. comm.)",,,Suitable,Low,,Bossiaea linophylla,Bossiaea linophylla,Fabaceae,WA
FABACEAE,Bossiaea obcordata,"n,q,t,v",,,Barker & Wardlaw (1995),,Barker & Wardlaw (1995),,Suitable,Low,,Bossiaea obcordata,Bossiaea obcordata,Fabaceae,"Qld, NSW, Vic, Tas"
FABACEAE,Bossiaea ornata,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), DBCA (2021)",,"Edmiston (1989), McDougall (1997)",,Suitable,Low,,Bossiaea ornata,Bossiaea ornata,Fabaceae,WA
FABACEAE,Bossiaea prostrata,"a,n,q,s,t,v",,,"Cahill (pers. comm.), Weste (2001)",,"Rudman (pers. comm.), VNPS (1995)",Weste (2001),Suitable,Low,,Bossiaea prostrata [alternative possible names: Bossiaea nummularia (pro parte misapplied)],Bossiaea prostrata,Fabaceae,"SA, Qld, NSW, ACT, Vic, Tas"
FABACEAE,Bossiaea rufa,w,,,Wills (1993),Wills (1993),,,Suitable,Low,,Bossiaea rufa,Bossiaea rufa,Fabaceae,WA
FABACEAE,Bossiaea webbii,w,,,Wills (1993),Wills (1993),,,Suitable,Low,,Bossiaea webbii,Bossiaea webbii,Fabaceae,WA
FABACEAE,Callistachys lanceolata,w,,,,Barrett (pers. comm.),,,Suitable,Low,,Callistachys lanceolata,Callistachys lanceolata,Fabaceae,"WA, SA (naturalised), Vic (naturalised), Tas (naturalised)"
FABACEAE,Castanospermum australe,"n,q",,,Brown (1998),Roleybushcare (2022),,,Suitable,Low,,Castanospermum australe,Castanospermum australe,Fabaceae,"Qld, NSW, NI (doubtfully naturalised)"
FABACEAE,Chorizema aciculare,w,,,Wills (1993),Wills (1993),,,Suitable,Low,,Chorizema aciculare,Chorizema aciculare,Fabaceae,WA
FABACEAE,Chorizema carinatum,w,,V,,,,Wills (1993),Suitable,Moderate,,Chorizema carinatum,Chorizema carinatum,Fabaceae,WA
FABACEAE,Chorizema humile,w,E,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Chorizema humile,Chorizema humile,Fabaceae,WA
FABACEAE,Chorizema rhombeum,w,,,,,,McDougall (1997),Suitable,Low,,Chorizema rhombeum,Chorizema rhombeum,Fabaceae,WA
FABACEAE,Chorizema varium,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,,Chorizema varium,Chorizema varium,Fabaceae,WA
FABACEAE,Daviesia brevifolia,"s,v",,,"Cahill (pers. comm.), Weste (2001)",,,"Velzeboer (pers. comm.), Weste (2001)",Suitable,Low,,Daviesia brevifolia,Daviesia brevifolia,Fabaceae,"SA, Vic"
FABACEAE,Daviesia bursarioides,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,,Daviesia bursarioides,Daviesia bursarioides,Fabaceae,WA
FABACEAE,Daviesia buxifolia,"n,v",,,,McDougall (pers. comm.),,,Suitable,Low,,Daviesia buxifolia,Daviesia buxifolia,Fabaceae,"NSW, Vic"
FABACEAE,Daviesia campephylla,w,,E,,,Shearer & Crane (unpub. data),,Suitable,Moderate,,Daviesia campephylla,Daviesia campephylla,Fabaceae,WA
FABACEAE,Daviesia crenulata,w,,V,,,,Barrett & Rathbone (2018),Suitable,Moderate,,Daviesia crenulata,Daviesia crenulata,Fabaceae,WA
FABACEAE,Daviesia decurrens,w,,,"Podger (1968), DBCA (2021)",,"McDougall (1997), Shearer & Dillon (1996)",,Suitable,Low,,Daviesia decurrens,Daviesia decurrens,Fabaceae,WA
FABACEAE,Daviesia elongata,w,V,E,DBCA (2021),,,,Suitable,High,,Daviesia elongata,Daviesia elongata,Fabaceae,WA
FABACEAE,Daviesia emarginata,w,,,,,,Moore (2005),Suitable,Moderate,,Daviesia emarginata,Daviesia emarginata,Fabaceae,WA
FABACEAE,Daviesia epiphyllum,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,,Daviesia epiphyllum,Daviesia epiphyllum,Fabaceae,WA
FABACEAE,Daviesia euphorbioides,w,CE,,,,,Shearer & Crane (unpub. data),Suitable,Very high,,Daviesia euphorbioides,Daviesia euphorbioides,Fabaceae,WA
FABACEAE,Daviesia flexuosa,w,,,DBCA (2021),,,Bishop et al. (2010),Suitable,Moderate,,Daviesia flexuosa,Daviesia flexuosa,Fabaceae,WA
FABACEAE,Daviesia glossosema,w,CE,,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett et al. (2008), Barrett & Rathbone (2018)",Suitable,Very high,,Daviesia glossosema,Daviesia glossosema,Fabaceae,WA
FABACEAE,Daviesia incrassata,w,,,,,Hill (1990),Barrett (pers. comm.),Suitable,Low,,Daviesia incrassata,Daviesia incrassata,Fabaceae,WA
FABACEAE,Daviesia inflata,w,,,DBCA (2021),,Tynan et al. (2001),Wills (1993),Suitable,Low,,Daviesia inflata,Daviesia inflata,Fabaceae,WA
FABACEAE,Daviesia latifolia,"n,q,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Schahinger et al. (2003)",,VNPS (1995),,Suitable,Low,,Daviesia latifolia,Daviesia latifolia,Fabaceae,"Qld, NSW, Vic, Tas"
FABACEAE,Daviesia leptophylla,"a,n,s,v",,,Weste (2001),,,Weste (2001),Suitable,Low,,Daviesia leptophylla,Daviesia leptophylla,Fabaceae,"SA, NSW, ACT, Vic"
FABACEAE,Daviesia lineata,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,,Daviesia lineata,Daviesia lineata,Fabaceae,WA
FABACEAE,Daviesia megacalyx,w,E,CE,,,,Shearer & Crane (unpub. data),Suitable,Very high,,Daviesia megacalyx,Daviesia megacalyx,Fabaceae,WA
FABACEAE,Daviesia mesophylla,w,,E,,,,Barrett (pers. comm.),Suitable,High,,Daviesia mesophylla,Daviesia mesophylla,Fabaceae,WA
FABACEAE,Daviesia microcarpa,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,,Daviesia microcarpa,Daviesia microcarpa,Fabaceae,WA
FABACEAE,Daviesia mimosoides,"a,n,q,v",,,"Pratt & Heather (1973), Taylor (1974)",,McDougall (pers. comm.),,Suitable,Low,,Daviesia mimosoides,Daviesia mimosoides,Fabaceae,"Qld, NSW, ACT, Vic"
FABACEAE,Daviesia obovata,w,E,,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett et al. (2008), Barrett & Grant (pers. comm.), Shearer & Crane (unpub. data)",Suitable,High,,Daviesia obovata,Daviesia obovata,Fabaceae,WA
FABACEAE,Daviesia oppositifolia,w,,V,,,"Wills (1993), Barrett (pers. comm.)",,Suitable,Low,,Daviesia oppositifolia,Daviesia oppositifolia,Fabaceae,WA
FABACEAE,Daviesia ovata,w,CE,,DBCA (2021),,,Barrett (pers. comm.),Suitable,Very high,,Daviesia ovata,Daviesia ovata,Fabaceae,WA
FABACEAE,Daviesia oxylobium,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Daviesia oxylobium,Daviesia oxylobium,Fabaceae,WA
FABACEAE,Daviesia pachyphylla,w,,,DBCA (2021),,Barrett (pers. comm.),,Suitable,Low,,Daviesia pachyphylla,Daviesia pachyphylla,Fabaceae,WA
FABACEAE,Daviesia physodes,w,,,,,Tynan et al. (2001),,Suitable,Low,,Daviesia physodes,Daviesia physodes,Fabaceae,WA
FABACEAE,Daviesia polyphylla,w,,,Shearer & Dillon (1995),,,,Suitable,Low,,Daviesia polyphylla [alternative possible names: Daviesia asperula subsp. asperula (pro parte misapplied)],Daviesia polyphylla,Fabaceae,WA
FABACEAE,Daviesia preissii,w,,,,,,McDougall (1997),Suitable,Low,,Daviesia preissii,Daviesia preissii,Fabaceae,WA
FABACEAE,Daviesia pseudaphylla,w,CE,,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,,Daviesia pseudaphylla,Daviesia pseudaphylla,Fabaceae,WA
FABACEAE,Daviesia pteroclada,w,,E,,,Shearer & Crane (unpub. data),,Suitable,Moderate,,Daviesia pteroclada,Daviesia pteroclada,Fabaceae,WA
FABACEAE,Daviesia rhombifolia,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996)",,Shearer & Dillon (1996),,Suitable,Low,,Daviesia rhombifolia,Daviesia rhombifolia,Fabaceae,WA
FABACEAE,Daviesia spinosissima,w,,V,,,,Barrett (pers. comm.),Suitable,Moderate,,Daviesia spinosissima,Daviesia spinosissima,Fabaceae,WA
FABACEAE,Daviesia ulicifolia,"n,q,t,v,w",,,"Cahill (pers. comm.), Podger et al. (1990), Pratt & Heather (1973), Schahinger et al. (2003)",,"Rudman (pers. comm.), VNPS (1995)",,Suitable,Low,,Daviesia ulicifolia,Daviesia ulicifolia,Fabaceae,"WA, Qld, NSW, Vic, Tas"
FABACEAE,Daviesia wyattiana,"n,q,v",,,,,,McDougall & Summerell (2003),Suitable,Low,,Daviesia wyattiana,Daviesia wyattiana,Fabaceae,"Qld, NSW, Vic"
FABACEAE,Dillwynia cinerascens,"n,s,t,v",,,Weste (2001),,,Weste (2001),Suitable,Low,,Dillwynia cinerascens,Dillwynia cinerascens,Fabaceae,"SA, NSW, Vic, Tas"
FABACEAE,Dillwynia glaberrima,"n,q,s,t,v",,,"Cahill (pers. comm.), McDougall (pers. comm.), Podger et al. (1990), Schahinger et al. (2003), Weste (2001)",,"McDougall (pers. comm.), VNPS (1995)","Rudman (pers. comm.), Weste (2001)",Suitable,Low,,Dillwynia glaberrima,Dillwynia glaberrima,Fabaceae,"SA, Qld, NSW, Vic, Tas"
FABACEAE,Dillwynia phylicoides,"a,n,q,v",,,"Cahill (pers. comm.), Pratt & Heather (1973), Taylor (1974)",,VNPS (1995),,Suitable,Low,,Dillwynia phylicoides,Dillwynia phylicoides,Fabaceae,"Qld, NSW, ACT, Vic"
FABACEAE,Dillwynia sericea,"a,n,q,s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Schahinger et al. (2003), Weste (2001)",,VNPS (1995),Rudman (pers. comm.),Suitable,Low,,Dillwynia sericea,Dillwynia sericea,Fabaceae,"SA, Qld, NSW, ACT, Vic, Tas"
FABACEAE,Dillwynia tenuifolia,n,,,,McDougall (pers. comm.),,,Suitable,Low,,Dillwynia tenuifolia,Dillwynia tenuifolia,Fabaceae,NSW
FABACEAE,Dillwynia uncinata,"s,v,w",,,"Podger (1968), Shivas (1989)",,,,Suitable,Low,,Dillwynia uncinata,Dillwynia uncinata,Fabaceae,"WA, SA, Vic"
FABACEAE,Eutaxia parvifolia,w,,,,,Wills (1993),,Suitable,Low,,Eutaxia parvifolia,Eutaxia parvifolia,Fabaceae,WA
FABACEAE,Gastrolobium acrocaroli,w,,CE,,,Shearer & Crane (unpub. data),,Suitable,High,,Gastrolobium acrocaroli,Gastrolobium acrocaroli,Fabaceae,WA
FABACEAE,Gastrolobium acutum,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Gastrolobium acutum,Gastrolobium acutum,Fabaceae,WA
FABACEAE,Gastrolobium axillare,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Gastrolobium axillare,Gastrolobium axillare,Fabaceae,WA
FABACEAE,Gastrolobium bilobum,w,,,,,Shearer & Crane (unpub. data),,Suitable,Low,,Gastrolobium bilobum,Gastrolobium bilobum,Fabaceae,"WA, Vic (doubtfully naturalised)"
FABACEAE,Gastrolobium callistachys,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Gastrolobium callistachys,Gastrolobium callistachys,Fabaceae,WA
FABACEAE,Gastrolobium congestum,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Gastrolobium congestum,Gastrolobium congestum,Fabaceae,WA
FABACEAE,Gastrolobium coriaceum,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,,Gastrolobium coriaceum,Gastrolobium coriaceum,Fabaceae,WA
FABACEAE,Gastrolobium crenulatum,w,,E,DBCA (2021),,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",,Suitable,Moderate,,Gastrolobium crenulatum,Gastrolobium crenulatum,Fabaceae,WA
FABACEAE,Gastrolobium formosum,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Gastrolobium formosum,Gastrolobium formosum,Fabaceae,WA
FABACEAE,Gastrolobium hamulosum,w,E,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Gastrolobium hamulosum,Gastrolobium hamulosum,Fabaceae,WA
FABACEAE,Gastrolobium leakeanum,w,,CE,,,Wills (1993),"Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,,Gastrolobium leakeanum,Gastrolobium leakeanum,Fabaceae,WA
FABACEAE,Gastrolobium lehmannii,w,V,E,,,,Shearer & Crane (unpub. data),Suitable,High,,Gastrolobium lehmannii,Gastrolobium lehmannii,Fabaceae,WA
FABACEAE,Gastrolobium luteifolium,w,CE,,"Barrett (pers. comm.), DBCA (2021)",,Shearer & Crane (unpub. data),Barrett (pers. comm.),Suitable,Very high,,Gastrolobium luteifolium,Gastrolobium luteifolium,Fabaceae,WA
FABACEAE,Gastrolobium mondurup,w,,CE,,,,Barrett (pers. comm.),Suitable,Very high,,Gastrolobium mondurup,Gastrolobium mondurup,Fabaceae,WA
FABACEAE,Gastrolobium ovalifolium,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,,Gastrolobium ovalifolium,Gastrolobium ovalifolium,Fabaceae,WA
FABACEAE,Gastrolobium papilio,w,E,CE,,,,Shearer & Crane (unpub. data),Suitable,Very high,,Gastrolobium papilio,Gastrolobium papilio,Fabaceae,WA
FABACEAE,Gastrolobium propinquum,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Gastrolobium propinquum,Gastrolobium propinquum,Fabaceae,WA
FABACEAE,Gastrolobium pulchellum,w,,CE,"Barrett (pers. comm.), DBCA (2021)",,,Barrett (1996),Suitable,Very high,,Gastrolobium pulchellum,Gastrolobium pulchellum,Fabaceae,WA
FABACEAE,Gastrolobium rigidum,w,,,,,Shearer & Crane (unpub. data),,Suitable,Low,,Gastrolobium rigidum,Gastrolobium rigidum,Fabaceae,WA
FABACEAE,Gastrolobium rubrum,w,,E,DBCA (2021),,,"Barrett (pers. comm.), Moore (2005), Shearer & Crane (unpub. data)",Suitable,High,,Gastrolobium rubrum,Gastrolobium rubrum,Fabaceae,WA
FABACEAE,Gastrolobium sp. Yoongarillup (S.Dilkes s.n. 1/9/1969),w,,CE,,,Shearer & Crane (unpub. data),,Suitable,High,,Gastrolobium sp. Yoongarillup (S.Dilkes s.n. 1/9/1969),Gastrolobium sp. Yoongarillup (S.Dilkes s.n. 1/9/1969),Fabaceae,WA
FABACEAE,Gastrolobium spectabile,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,,Gastrolobium spectabile,Gastrolobium spectabile,Fabaceae,WA
FABACEAE,Gastrolobium spinosum,w,,,,,Wills (1993),,Suitable,Low,,Gastrolobium spinosum,Gastrolobium spinosum,Fabaceae,WA
FABACEAE,Gastrolobium stenophyllum,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Gastrolobium stenophyllum,Gastrolobium stenophyllum,Fabaceae,WA
FABACEAE,Gastrolobium subcordatum,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Gastrolobium subcordatum,Gastrolobium subcordatum,Fabaceae,WA
FABACEAE,Gastrolobium tetragonophyllum,w,,,,,,Wills (1993),Suitable,Moderate,,Gastrolobium tetragonophyllum,Gastrolobium tetragonophyllum,Fabaceae,WA
FABACEAE,Gastrolobium tomentosum,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Gastrolobium tomentosum,Gastrolobium tomentosum,Fabaceae,WA
FABACEAE,Gastrolobium velutinum,w,,V,,,"Moore (2005), Shearer & Crane (unpub. data)",,Suitable,Low,,Gastrolobium velutinum,Gastrolobium velutinum,Fabaceae,WA
FABACEAE,Gastrolobium vestitum,w,CE,,DBCA (2021),,,"Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,,Gastrolobium vestitum,Gastrolobium vestitum,Fabaceae,WA
FABACEAE,Gastrolobium villosum,w,,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Gastrolobium villosum,Gastrolobium villosum,Fabaceae,"WA, SA (doubtfully naturalised)"
FABACEAE,Gompholobium capitatum,w,,,Shearer & Dillon (1996),Shearer & Dillon (1996),,Bishop et al. (2010),Suitable,Low,,Gompholobium capitatum,Gompholobium capitatum,Fabaceae,WA
FABACEAE,Gompholobium confertum,w,,,"Podger (1968), Shivas (1989)",,Barrett (pers. comm.),Wills (1993),Suitable,Low,,Gompholobium confertum,Gompholobium confertum,Fabaceae,WA
FABACEAE,Gompholobium ecostatum,"s,t,v",,,"Cahill (pers. comm.), Weste (2001)",,,Weste (2001),Suitable,Low,,Gompholobium ecostatum,Gompholobium ecostatum,Fabaceae,"SA, Vic, Tas"
FABACEAE,Gompholobium glabristylum,w,,E,,,,"Barrett & Rathbone (2018, as G. villosum)",Suitable,High,,Gompholobium glabristylum,Gompholobium glabristylum,Fabaceae,WA
FABACEAE,Gompholobium huegelii,"a,n,q,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Schahinger et al. (2003)",,,,Suitable,Low,,Gompholobium huegelii,Gompholobium huegelii,Fabaceae,"Qld, NSW, ACT, Vic, Tas"
FABACEAE,Gompholobium knightianum,w,,,Shearer & Dillon (1995),,McDougall (1997),,Suitable,Low,,Gompholobium knightianum,Gompholobium knightianum,Fabaceae,"WA, SA (doubtfully naturalised)"
FABACEAE,Gompholobium marginatum,w,,,,McDougall (1997),,,Suitable,Low,,Gompholobium marginatum,Gompholobium marginatum,Fabaceae,WA
FABACEAE,Gompholobium polymorphum,w,,,McDougall (1997),McDougall (1997),,,Suitable,Low,,Gompholobium polymorphum,Gompholobium polymorphum,Fabaceae,WA
FABACEAE,Gompholobium preissii,w,,,,McDougall (1997),,,Suitable,Low,,Gompholobium preissii,Gompholobium preissii,Fabaceae,WA
FABACEAE,Gompholobium tomentosum,w,,,,Roleybushcare (2022),,,Suitable,Low,,Gompholobium tomentosum,Gompholobium tomentosum,Fabaceae,WA
FABACEAE,Gompholobium villosum,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Moderate,,Gompholobium villosum,Gompholobium villosum,Fabaceae,WA
FABACEAE,Hardenbergia comptoniana,w,,,,Roleybushcare (2022),,,Suitable,Low,,Hardenbergia comptoniana,Hardenbergia comptoniana,Fabaceae,"WA, NSW (naturalised)"
FABACEAE,Hardenbergia violacea,"a,n,q,s,t,v",,,,Roleybushcare (2022),,,Suitable,Low,,Hardenbergia violacea,Hardenbergia violacea,Fabaceae,"SA, Qld, NSW, ACT, Vic, Tas"
FABACEAE,Hovea chorizemifolia,w,,,"McDougall (1997), Shearer & Dillon (1996)",Shearer & Dillon (1996),McDougall (1997),,Suitable,Low,,Hovea chorizemifolia,Hovea chorizemifolia,Fabaceae,WA
FABACEAE,Hovea corrickiae,"t,v",,V,Barker & Wardlaw (1995),,,Barker & Wardlaw (1995),Suitable,Moderate,,Hovea corrickiae,Hovea corrickiae,Fabaceae,"Vic, Tas"
FABACEAE,Hovea elliptica,w,,,"Podger (1968), Titze & Palzer (1969), Shivas (1989)",,Titze & Palzer (1969),Freebury (pers. comm.),Suitable,Low,,Hovea elliptica,Hovea elliptica,Fabaceae,WA
FABACEAE,Hovea linearis,"n,q,s",,,"Cahill (pers. comm.), Weste (2001)",,VNPS (1995),Weste (2001),Suitable,Low,,Hovea linearis [alternative possible names: Hovea heterophylla (pro parte taxonomic synonym) | Hovea heterophylla (misapplied)],Hovea linearis,Fabaceae,"SA, Qld, NSW"
FABACEAE,Hovea pungens,w,,,Podger (1972),,Podger (1972),,Suitable,Low,,Hovea pungens,Hovea pungens,Fabaceae,WA
FABACEAE,Jacksonia alata,w,,,,McDougall (1997),,,Suitable,Low,,Jacksonia alata,Jacksonia alata,Fabaceae,WA
FABACEAE,Jacksonia calycina,w,,V,DBCA (2021),,,"Barrett & Rathbone (2018), Shearer & Crane (unpub. data)",Suitable,Moderate,,Jacksonia calycina,Jacksonia calycina,Fabaceae,WA
FABACEAE,Jacksonia floribunda,w,,,Hill (1990),,"Hill (1990), Titze & Palzer (1969)",,Suitable,Low,,Jacksonia floribunda,Jacksonia floribunda,Fabaceae,WA
FABACEAE,Jacksonia furcellata,w,,,"Shearer & Dillon (1996), DBCA (2021)",,,Shearer & Dillon (1996),Suitable,Low,,Jacksonia furcellata,Jacksonia furcellata,Fabaceae,WA
FABACEAE,Jacksonia grevilleoides,w,,V,,,,Wills (1993),Suitable,Moderate,,Jacksonia grevilleoides,Jacksonia grevilleoides,Fabaceae,WA
FABACEAE,Jacksonia horrida,w,,,,,,Freebury (pers. comm.),Suitable,Low,,Jacksonia horrida,Jacksonia horrida,Fabaceae,WA
FABACEAE,Jacksonia sericea,w,,V,,,,Barrett & Rathbone (2018),Suitable,Moderate,,Jacksonia sericea,Jacksonia sericea,Fabaceae,WA
FABACEAE,Jacksonia spinosa,w,,,"Hart (1983), DBCA (2021)",,"Hart (1983), Wills (1993)",,Suitable,Low,,Jacksonia spinosa,Jacksonia spinosa,Fabaceae,WA
FABACEAE,Jacksonia sternbergiana,w,,,"Shearer & Dillon (1996), DBCA (2021)",,,Shearer & Dillon (1996),Suitable,Low,,Jacksonia sternbergiana,Jacksonia sternbergiana,Fabaceae,WA
FABACEAE,Jacksonia velveta,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Jacksonia velveta,Jacksonia velveta,Fabaceae,WA
FABACEAE,Kennedia coccinea,w,,,"McDougall (1997), Shearer & Dillon (1995), Shearer & Dillon (1996)",Shearer & Dillon (1996),,McDougall (1997),Suitable,Low,,Kennedia coccinea,Kennedia coccinea,Fabaceae,WA
FABACEAE,Kennedia glabrata,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Kennedia glabrata,Kennedia glabrata,Fabaceae,WA
FABACEAE,Kennedia lateritia,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Kennedia lateritia,Kennedia lateritia,Fabaceae,"WA, Vic (doubtfully naturalised)"
FABACEAE,Kennedia prostrata,"n,s,t,v,w",,,Weste (2001),Roleybushcare (2022),,Weste (2001),Suitable,Low,,Kennedia prostrata,Kennedia prostrata,Fabaceae,"WA, SA, NSW, Vic, Tas"
FABACEAE,Labichea punctata,w,,,McDougall (1997),,,McDougall (1997),Suitable,Low,,Labichea punctata,Labichea punctata,Fabaceae,WA
FABACEAE,Latrobea colophona,w,CE,,DBCA (2021),,,Barrett (pers. comm.),Suitable,Very high,,Latrobea colophon,Latrobea colophon,Fabaceae,WA
FABACEAE,Latrobea genistoides,w,,V,Hart (1983),,Hart (1983),,Suitable,Low,,Latrobea genistoides,Latrobea genistoides,Fabaceae,WA
FABACEAE,Latrobea hirtella,w,,V,Hart (1983),,Hart (1983),,Suitable,Moderate,,Latrobea hirtella,Latrobea hirtella,Fabaceae,WA
FABACEAE,Latrobea pinnaculum,w,,CE,DBCA (2021),,,Barrett (pers. comm.),Suitable,Very high,,Latrobea pinnaculum,Latrobea pinnaculum,Fabaceae,WA
